surface,kana,source_id,reason,notes
"やめ","やめ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"かたづけ","かたづけ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"まわし","まわし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"すわり","すわり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ころび","ころび","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"はめ","はめ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"ひっこし","ひっこし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"すべり","すべり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"はやり","はやり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"はいり","はいり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"いれ","いれ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"もれ","もれ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"おろし","おろし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"まとめ","まとめ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"あけ","あけ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"つなぎ","つなぎ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"しばり","しばり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"さわり","さわり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"たたき","たたき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ひっぱり","ひっぱり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"こすり","こすり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"こわれ","こわれ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"つぶれ","つぶれ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"くずれ","くずれ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"むき","むき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"たまり","たまり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"いたみ","いたみ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"おこり","おこり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"あわて","あわて","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"かわいがり","かわいがり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"がんばり","がんばり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"あきらめ","あきらめ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ならい","ならい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"おぼえ","おぼえ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"わかり","わかり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ためし","ためし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"計測量","はかり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"きまり","きまり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"きめ","きめ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"おっしゃり","おっしゃり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"しゃべり","しゃべり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"だまり","だまり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"かせぎ","かせぎ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"はき","はき","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"つかまえ","つかまえ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"つかみ","つかみ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"され","され","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"させられ","させられ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"させ","させ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"やり","やり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"なさり","なさり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"いたし","いたし","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"ことわり","ことわり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"よけ","よけ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"やとい","やとい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"あやまり","あやまり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"ほめ","ほめ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"しかり","しかり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"だまし","だまし","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"くれ","くれ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"くださり","くださり","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"もらい","もらい","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"いただき","いただき","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"よごれ","よごれ","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"よごし","よごし","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"ゆで","ゆで","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"やせ","やせ","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"くさり","くさり","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"おも","おも","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"ちゃん","ちゃん","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"きちん","きちん","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"みたい","みたい","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"らし","らし","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"まま","まま","ninjal-educational-vocab-1984","duplicate_kana_cross_source","same kana already accepted from ninjal-basic-vocab-2009"
"やさし","やさし","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"やす","やす","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"むずかし","むずかし","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"おかし","おかし","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
"よろし","よろし","ninjal-educational-vocab-1984","review_all_source","source is configured for manual review"
